Date,Open,High,Low,Close,Adj Close,Volume
2021-12-08,747.900024,758.799988,744.099976,753.400024,748.905884,33432411
2021-12-09,759.049988,763.000000,748.400024,755.000000,750.496277,16007459
2021-12-10,756.500000,759.799988,751.049988,758.000000,753.478394,7627774
2021-12-13,763.000000,769.700012,752.500000,754.000000,749.502258,16855546
2021-12-14,751.049988,764.349976,746.299988,758.650024,754.124573,17488089
2021-12-15,757.599976,759.500000,750.900024,752.250000,747.762695,7358740
2021-12-16,757.900024,757.900024,738.950012,741.150024,736.728943,14123215
2021-12-17,742.000000,742.000000,726.049988,728.299988,723.955566,13227787
2021-12-20,718.099976,720.200012,698.200012,709.950012,705.715027,16900016
2021-12-21,720.000000,728.950012,716.150024,720.349976,716.052979,14563335
2021-12-22,726.250000,734.950012,720.049988,732.799988,728.428711,9843359
2021-12-23,739.049988,739.500000,727.950012,731.299988,726.937683,9994049
2021-12-24,733.900024,733.900024,719.599976,727.099976,722.762695,8800690
2021-12-27,724.000000,738.750000,716.099976,736.000000,731.609619,7955163
2021-12-28,740.400024,742.450012,732.500000,735.799988,731.410828,17833655
2021-12-29,738.000000,744.950012,731.900024,735.700012,731.311462,7143073
2021-12-30,733.299988,740.500000,729.000000,735.700012,731.311462,14326182
2021-12-31,736.549988,746.250000,736.549988,740.150024,735.734924,6973055
2022-01-03,743.049988,766.000000,743.000000,764.700012,760.138428,9653095
2022-01-04,767.950012,778.000000,763.599976,772.849976,768.239807,12114437
2022-01-05,773.000000,795.849976,771.200012,788.049988,783.349121,19741360
2022-01-06,775.049988,792.500000,774.000000,785.049988,780.367004,13018067
2022-01-07,792.200012,802.299988,786.250000,793.250000,788.518127,12250210
2022-01-10,800.250000,812.799988,799.000000,810.750000,805.913757,10905080
2022-01-11,809.750000,814.700012,801.900024,810.650024,805.814331,9982061
2022-01-12,818.599976,825.450012,812.049988,823.750000,818.836182,13034848
2022-01-13,821.000000,828.000000,817.400024,824.700012,819.780518,9372244
2022-01-14,821.000000,822.000000,811.599976,820.000000,815.108582,7552844
2022-01-17,820.000000,828.900024,814.549988,819.299988,814.412720,6722700
2022-01-18,821.000000,836.000000,818.200012,823.099976,818.190063,10835146
2022-01-19,816.000000,821.000000,803.250000,808.599976,803.776550,16416144
2022-01-20,803.000000,812.950012,795.400024,810.250000,805.416748,13567654
2022-01-21,803.000000,811.349976,795.500000,804.500000,799.700989,12078277
2022-01-24,813.000000,816.700012,783.299988,798.450012,793.687134,29612316
2022-01-25,789.000000,804.299988,786.049988,801.650024,796.868042,19513184
2022-01-27,786.900024,801.500000,781.049988,794.650024,789.909790,23984679
2022-01-28,803.750000,805.849976,778.500000,781.150024,776.490356,14072314
2022-01-31,788.950012,798.700012,784.000000,788.799988,784.094666,14824509
2022-02-01,802.049988,812.849976,789.299988,810.299988,805.466431,20031583
2022-02-02,815.000000,818.700012,808.849976,813.750000,808.895813,11214375
2022-02-03,814.049988,818.400024,806.000000,808.950012,804.124512,9755335
2022-02-04,809.799988,812.000000,795.799988,805.049988,800.247742,10314067
2022-02-07,798.049988,805.000000,781.450012,786.400024,781.708984,14659368
2022-02-08,790.000000,795.700012,774.299988,792.500000,787.772583,14642455
