Date,Open,High,Low,Close,Adj Close,Volume
2021-12-08,228.000000,230.800003,227.000000,229.399994,227.578537,30348053
2021-12-09,229.899994,230.899994,226.800003,227.699997,225.892029,23516676
2021-12-10,226.399994,229.899994,225.399994,228.000000,226.189651,26363105
2021-12-13,230.100006,236.500000,229.000000,230.250000,228.421783,40382575
2021-12-14,230.000000,230.000000,225.500000,229.050003,227.231323,24698002
2021-12-15,229.000000,232.399994,227.050003,227.850006,226.040848,20127541
2021-12-16,229.800003,230.050003,219.149994,221.899994,220.138077,40645402
2021-12-17,222.699997,222.699997,214.000000,215.800003,214.086533,38813929
2021-12-20,210.500000,211.949997,202.800003,209.100006,207.439728,47944121
2021-12-21,213.000000,216.250000,209.850006,211.899994,210.217484,33006180
2021-12-22,214.500000,218.699997,213.300003,218.000000,216.269058,21655596
2021-12-23,220.000000,221.250000,217.449997,218.050003,216.318665,16940883
2021-12-24,219.050003,219.449997,214.149994,216.800003,215.078583,18770416
2021-12-27,216.600006,217.750000,213.800003,217.350006,215.624222,15870056
2021-12-28,218.699997,222.199997,218.500000,221.600006,219.840469,19058757
2021-12-29,221.000000,223.250000,218.850006,219.449997,217.707535,14504319
2021-12-30,218.699997,221.000000,217.050003,218.350006,216.616287,14315067
2021-12-31,218.899994,222.000000,218.350006,220.949997,219.195633,12737974
2022-01-03,221.199997,223.899994,216.000000,223.399994,221.626175,19062825
2022-01-04,224.300003,228.250000,221.000000,226.300003,224.503159,32469988
2022-01-05,226.399994,226.550003,223.000000,223.500000,221.725388,17271276
2022-01-06,221.449997,229.800003,219.500000,228.449997,226.636078,27537005
2022-01-07,230.300003,232.850006,227.100006,229.800003,227.975372,34595209
2022-01-10,230.949997,233.449997,230.399994,231.750000,229.909882,22061859
2022-01-11,233.000000,236.699997,231.800003,233.100006,231.249161,25489182
2022-01-12,234.899994,239.649994,234.500000,237.750000,235.862244,32665403
2022-01-13,239.000000,246.699997,236.500000,245.300003,243.352295,50250827
2022-01-14,243.699997,248.500000,242.500000,244.399994,242.459427,36940487
2022-01-17,245.899994,249.250000,245.000000,247.850006,245.882050,25339181
2022-01-18,250.000000,250.600006,237.800003,239.100006,237.201523,30408196
2022-01-19,239.000000,249.699997,236.050003,248.500000,246.526886,36751594
2022-01-20,250.000000,252.149994,245.149994,248.649994,246.675690,35990609
2022-01-21,245.800003,250.800003,238.550003,241.949997,240.028885,35507032
2022-01-24,242.500000,243.850006,226.600006,229.550003,227.727356,43279408
2022-01-25,226.250000,240.850006,223.000000,238.800003,236.903900,39449718
2022-01-27,235.500000,242.350006,232.500000,241.050003,239.136032,35920383
2022-01-28,244.699997,250.000000,242.850006,244.050003,242.112213,34523855
2022-01-31,247.949997,249.550003,245.300003,246.050003,244.096344,24939671
2022-02-01,249.500000,256.399994,244.800003,249.850006,247.866165,74185275
2022-02-02,251.899994,255.000000,249.250000,250.600006,248.610214,25162901
2022-02-03,250.550003,254.399994,249.300003,252.850006,250.842346,27724870
2022-02-04,253.800003,257.899994,253.000000,254.350006,252.330444,39309420
2022-02-07,255.500000,256.700012,250.550003,251.800003,249.800690,32770930
2022-02-08,252.500000,253.600006,232.600006,234.850006,232.985275,82053977
2022-02-09,236.699997,238.899994,232.600006,238.000000,236.110260,35604075
2022-02-10,238.500000,244.500000,234.100006,241.300003,239.384048,55153254
2022-02-11,240.000000,242.050003,230.199997,232.300003,230.455521,36050888
2022-02-14,226.000000,226.850006,216.000000,220.500000,218.749207,38301829
2022-02-15,222.750000,231.750000,218.800003,230.399994,228.570587,36314556
2022-02-16,233.399994,236.899994,230.100006,231.350006,229.513062,35144286
2022-02-17,233.350006,233.850006,227.000000,227.750000,225.941635,23381354
2022-02-18,227.000000,230.000000,224.649994,225.750000,223.957520,18717812
2022-02-21,224.000000,227.649994,222.250000,225.000000,223.213470,24657963
2022-02-22,218.000000,224.850006,217.300003,222.649994,220.882126,29360421
2022-02-23,226.000000,226.800003,220.350006,221.199997,219.443649,23583042
2022-02-24,213.000000,216.149994,203.250000,204.300003,202.677841,60097152
2022-02-25,210.000000,221.300003,209.550003,220.000000,218.253174,52157687
2022-02-28,217.500000,224.350006,214.100006,223.050003,221.278961,35508015
2022-03-02,220.000000,227.250000,218.399994,225.399994,223.610291,28297089
2022-03-03,229.000000,230.550003,225.899994,226.600006,224.800781,22429798
2022-03-04,225.000000,226.449997,220.800003,221.449997,219.691666,22427429
2022-03-07,217.000000,219.699997,212.250000,216.199997,214.483337,23498823
2022-03-08,215.000000,227.800003,214.600006,226.949997,225.147995,41105290
2022-03-09,229.100006,231.199997,226.300003,229.250000,227.429733,25437632
2022-03-10,235.000000,235.850006,229.899994,232.250000,230.405914,25462569
2022-03-11,231.899994,234.250000,230.300003,233.149994,231.298752,18163055
2022-03-14,233.100006,234.649994,230.550003,231.550003,229.711472,12074559
2022-03-15,231.949997,233.300003,225.300003,227.399994,225.594406,16150855
2022-03-16,230.000000,231.699997,229.050003,230.449997,228.620193,12428032
2022-03-17,233.600006,233.949997,231.300003,231.750000,229.909882,16453329
2022-03-21,232.949997,233.399994,227.350006,227.949997,226.140045,12356508
2022-03-22,229.100006,231.899994,226.300003,231.399994,229.562653,14893566
2022-03-23,232.350006,237.449997,231.649994,234.300003,232.439636,29507641
2022-03-24,234.000000,241.000000,232.949997,239.500000,237.598343,31525902
2022-03-25,240.000000,244.300003,239.199997,241.350006,239.433655,24286187
2022-03-28,242.550003,244.000000,237.449997,239.600006,237.697556,14835527
2022-03-29,243.600006,244.899994,238.500000,239.100006,237.201523,20061075
2022-03-30,240.949997,244.899994,237.750000,241.699997,239.780869,22893839
2022-03-31,242.899994,242.899994,237.649994,238.649994,236.755081,13956014
2022-04-01,237.649994,246.350006,237.100006,245.449997,243.501099,25666798
2022-04-04,247.149994,253.550003,246.100006,251.949997,249.949478,39380622
2022-04-05,253.850006,275.250000,252.100006,273.600006,271.427582,94568156
2022-04-06,275.950012,296.500000,273.100006,289.799988,287.498932,227551020
2022-04-07,292.350006,298.049988,276.000000,277.799988,275.594238,151174247
2022-04-08,280.899994,282.799988,273.049988,278.100006,275.891846,64353330
2022-04-11,281.000000,288.450012,280.350006,282.899994,280.653748,47972951
2022-04-12,283.350006,283.350006,271.600006,275.149994,272.965271,44771140
2022-04-13,278.600006,280.299988,272.299988,273.100006,270.931549,31460232
2022-04-18,267.899994,267.899994,252.000000,257.899994,255.852234,89819229
2022-04-19,260.500000,262.000000,242.500000,246.449997,244.493149,53483065
2022-04-20,250.000000,254.699997,246.550003,249.649994,247.667740,41573598
2022-04-21,253.000000,260.200012,250.699997,258.850006,256.794708,40617734
2022-04-22,258.000000,259.000000,252.300003,253.100006,251.090363,30569068
2022-04-25,248.000000,251.550003,244.699997,247.350006,245.386017,24620801
2022-04-26,251.149994,251.449997,248.050003,248.850006,246.874115,17965504
2022-04-27,247.800003,255.250000,245.500000,247.350006,245.386017,32027943
2022-04-28,250.899994,250.899994,244.399994,248.250000,246.278870,20911099
2022-04-29,250.899994,253.199997,240.850006,242.350006,240.425720,26234765
2022-05-02,240.000000,249.649994,238.399994,248.500000,246.526886,26535475
2022-05-04,249.850006,254.199997,242.850006,244.949997,243.005066,30780217
2022-05-05,248.949997,251.300003,244.949997,247.500000,245.534821,24304759
2022-05-06,243.000000,247.000000,240.649994,245.199997,243.253082,28044381
2022-05-09,235.000000,236.500000,223.050003,230.000000,228.173767,60959066
2022-05-10,229.949997,234.500000,220.649994,222.149994,220.386093,30274946
