Date,Open,High,Low,Close,Adj Close,Volume
2021-12-08,1536.000000,1555.050049,1534.000000,1553.800049,1535.941650,7647767
2021-12-09,1545.199951,1554.699951,1522.000000,1526.849976,1509.301270,5873872
2021-12-10,1524.900024,1528.000000,1508.449951,1522.550049,1505.050781,3889692
2021-12-13,1526.000000,1537.650024,1507.199951,1511.150024,1493.781738,5161071
2021-12-14,1502.500000,1516.000000,1497.050049,1502.449951,1485.181763,4595550
2021-12-15,1503.000000,1523.349976,1495.650024,1500.000000,1482.759888,5057574
2021-12-16,1512.800049,1517.000000,1494.000000,1500.099976,1482.858765,6605216
2021-12-17,1497.000000,1506.000000,1467.699951,1473.050049,1456.119751,7497384
2021-12-20,1452.000000,1458.000000,1414.099976,1425.650024,1409.264526,10578334
2021-12-21,1439.500000,1450.750000,1430.000000,1441.800049,1425.228882,4559375
2021-12-22,1452.300049,1456.000000,1435.699951,1445.199951,1428.589722,4288742
2021-12-23,1453.250000,1457.800049,1436.849976,1444.099976,1427.502319,4889583
2021-12-24,1445.500000,1452.000000,1428.000000,1438.900024,1422.362183,2780512
2021-12-27,1428.900024,1454.000000,1422.150024,1450.800049,1434.125488,2352549
2021-12-28,1460.699951,1466.900024,1453.400024,1460.800049,1444.010498,2725339
2021-12-29,1456.050049,1461.000000,1447.400024,1453.849976,1437.140259,3834351
2021-12-30,1458.500000,1466.849976,1445.000000,1461.500000,1444.702393,3607959
2021-12-31,1461.500000,1484.800049,1461.500000,1479.400024,1462.396729,3162868
2022-01-03,1485.000000,1523.000000,1480.500000,1519.650024,1502.184082,4534592
2022-01-04,1520.000000,1532.900024,1507.800049,1528.550049,1510.981812,4428676
2022-01-05,1536.800049,1572.000000,1528.099976,1564.849976,1546.864502,7166319
2022-01-06,1543.000000,1554.750000,1530.050049,1539.750000,1522.053101,4814465
2022-01-07,1544.000000,1566.750000,1535.900024,1550.550049,1532.729004,5589692
2022-01-10,1558.000000,1572.000000,1545.500000,1559.150024,1541.230103,4428248
2022-01-11,1561.550049,1568.699951,1547.800049,1565.900024,1547.902588,4194599
2022-01-12,1568.000000,1576.650024,1552.000000,1556.650024,1538.758789,10542765
2022-01-13,1555.000000,1555.000000,1520.400024,1528.000000,1510.438110,20981948
2022-01-14,1530.000000,1548.699951,1519.000000,1545.150024,1527.390991,5604484
2022-01-17,1530.000000,1556.000000,1519.150024,1521.500000,1504.012817,11494686
2022-01-18,1533.000000,1550.900024,1523.000000,1529.250000,1511.673706,6170576
2022-01-19,1534.000000,1539.750000,1513.349976,1518.449951,1500.997803,7158813
2022-01-20,1528.449951,1528.500000,1500.099976,1509.000000,1491.656494,7598923
2022-01-21,1500.000000,1529.800049,1485.599976,1521.599976,1504.111694,5768847
2022-01-24,1509.949951,1521.250000,1467.550049,1486.650024,1469.563354,5934254
2022-01-25,1458.650024,1495.000000,1444.000000,1488.050049,1470.947266,6797124
2022-01-27,1450.000000,1485.000000,1435.000000,1474.949951,1457.997803,14308919
2022-01-28,1477.500000,1486.699951,1460.000000,1463.250000,1446.432251,12462604
2022-01-31,1472.750000,1491.550049,1466.800049,1485.699951,1468.624268,6421273
2022-02-01,1508.500000,1517.000000,1473.449951,1497.000000,1479.794434,7369742
2022-02-02,1511.949951,1535.000000,1505.599976,1531.199951,1513.601318,6984645
2022-02-03,1528.750000,1539.949951,1509.000000,1515.349976,1497.933472,5282381
2022-02-04,1528.400024,1532.849976,1514.099976,1524.000000,1506.484131,5789979
2022-02-07,1512.099976,1519.000000,1460.000000,1468.150024,1451.276001,6134021
2022-02-08,1476.400024,1478.449951,1444.550049,1461.849976,1445.048340,6990565
2022-02-09,1474.000000,1499.699951,1467.000000,1497.599976,1480.387451,5654171
2022-02-10,1514.000000,1535.500000,1501.650024,1525.099976,1507.571411,7157265
2022-02-11,1500.250000,1525.000000,1499.500000,1518.849976,1501.393188,5355552
2022-02-14,1490.000000,1499.449951,1469.300049,1473.699951,1456.762207,7328310
2022-02-15,1476.000000,1524.900024,1473.050049,1517.800049,1500.355347,6567533
2022-02-16,1534.349976,1534.750000,1507.000000,1515.750000,1498.328857,5016132
2022-02-17,1513.099976,1522.000000,1502.000000,1506.500000,1489.185181,3675604
2022-02-18,1498.300049,1517.000000,1490.449951,1512.349976,1494.967896,3898064
2022-02-21,1504.000000,1530.699951,1495.550049,1522.099976,1504.605835,3734033
2022-02-22,1489.800049,1522.099976,1487.949951,1510.699951,1493.336914,4768098
2022-02-23,1525.099976,1525.699951,1495.650024,1500.900024,1483.649658,4514781
2022-02-24,1449.900024,1474.949951,1407.150024,1419.400024,1403.086304,11815383
2022-02-25,1439.949951,1465.900024,1432.849976,1456.099976,1439.364502,9159327
2022-02-28,1426.000000,1438.550049,1414.050049,1426.250000,1409.857544,12440416
2022-03-02,1386.500000,1398.400024,1354.400024,1374.250000,1358.455200,19252780
2022-03-03,1381.000000,1392.000000,1362.900024,1371.000000,1355.242554,8763961
2022-03-04,1360.000000,1386.000000,1336.900024,1366.500000,1350.794312,10609682
2022-03-07,1318.500000,1332.349976,1297.050049,1324.800049,1309.573608,13527229
2022-03-08,1302.199951,1334.000000,1292.000000,1327.800049,1312.539185,19606246
2022-03-09,1330.000000,1374.699951,1318.849976,1371.150024,1355.390869,11567347
2022-03-10,1427.000000,1427.000000,1380.250000,1392.699951,1376.693115,11136603
2022-03-11,1388.000000,1408.949951,1372.699951,1396.800049,1380.746094,7575390
2022-03-14,1415.000000,1450.000000,1415.000000,1442.550049,1425.970215,12509063
2022-03-15,1443.500000,1449.500000,1411.750000,1424.000000,1407.633423,9433964
2022-03-16,1447.000000,1455.000000,1436.199951,1448.150024,1431.505859,6682054
2022-03-17,1472.000000,1489.800049,1470.550049,1480.050049,1463.039307,7411977
2022-03-21,1487.000000,1493.650024,1472.800049,1486.500000,1469.415039,6128938
2022-03-22,1481.300049,1498.000000,1457.199951,1494.150024,1476.977173,5230907
2022-03-23,1507.000000,1518.800049,1473.599976,1479.250000,1462.248413,15594128
2022-03-24,1466.000000,1469.650024,1434.550049,1442.650024,1426.069092,10080022
2022-03-25,1451.000000,1452.000000,1419.000000,1430.900024,1414.454102,8183231
2022-03-28,1430.900024,1438.000000,1401.599976,1432.800049,1416.332275,7877443
