Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,294.950012,297.000000,290.600006,291.299988,291.299988,3405202
2022-07-25,291.299988,295.250000,289.100006,291.700012,291.700012,4619772
2022-07-26,291.850006,303.399994,290.149994,297.700012,297.700012,13020068
2022-07-27,299.000000,312.549988,298.149994,312.450012,312.450012,11443716
2022-07-28,321.000000,326.899994,313.000000,321.950012,321.950012,17123340
2022-07-29,323.250000,325.600006,307.299988,313.950012,313.950012,11997017
2022-08-01,314.649994,325.000000,305.549988,321.850006,321.850006,14035834
2022-08-02,321.000000,332.500000,319.100006,328.549988,328.549988,12027692
2022-08-03,329.899994,344.950012,321.299988,339.600006,339.600006,22014140
2022-08-04,344.950012,354.000000,336.000000,347.250000,347.250000,24080322
2022-08-05,345.700012,346.399994,329.899994,332.049988,332.049988,11631810
2022-08-08,328.399994,334.649994,322.049988,328.600006,328.600006,9539478
2022-08-10,330.700012,341.899994,329.100006,339.750000,339.750000,11762358
2022-08-11,342.799988,348.899994,341.149994,342.399994,342.399994,8225491
2022-08-12,343.000000,348.850006,342.500000,345.149994,345.149994,6973783
2022-08-16,349.000000,362.399994,349.000000,362.350006,362.350006,22780049
2022-08-17,367.000000,380.450012,366.250000,380.450012,380.450012,20461889
2022-08-18,389.500000,399.450012,388.549988,399.450012,399.450012,25713957
2022-08-19,407.700012,418.850006,391.149994,411.950012,411.950012,34688719
2022-08-22,420.149994,432.500000,419.399994,432.500000,432.500000,24596270
2022-08-23,421.000000,424.899994,410.899994,410.899994,410.899994,13387626
2022-08-24,390.399994,390.399994,390.399994,390.399994,390.399994,2043074
2022-08-25,370.899994,409.000000,370.899994,393.500000,393.500000,7028189
2022-08-26,393.500000,393.500000,373.850006,375.500000,375.500000,7038810
2022-08-29,360.049988,394.250000,356.750000,394.250000,394.250000,6146175
2022-08-30,400.000000,413.950012,395.450012,413.950012,413.950012,6755214
2022-09-01,417.000000,418.850006,400.049988,408.500000,408.500000,5302707
2022-09-02,413.350006,415.000000,400.000000,401.250000,401.250000,2852897
2022-09-05,403.649994,407.000000,385.549988,389.850006,389.850006,3344426
2022-09-06,392.000000,409.299988,386.000000,407.750000,407.750000,3907288
2022-09-07,404.700012,415.750000,401.250000,406.299988,406.299988,2901689
2022-09-08,413.000000,413.500000,399.000000,401.899994,401.899994,2271073
2022-09-09,405.750000,406.850006,395.000000,397.000000,397.000000,2420630
2022-09-12,402.000000,402.899994,395.500000,397.600006,397.600006,2022749
2022-09-13,400.500000,400.500000,392.500000,393.600006,393.600006,2257842
2022-09-14,385.750000,397.000000,383.299988,384.549988,384.549988,3469526
2022-09-15,389.500000,399.950012,383.000000,399.200012,399.200012,2988397
2022-09-16,399.000000,399.899994,383.000000,387.750000,387.750000,2709516
2022-09-19,390.000000,394.750000,384.000000,391.850006,391.850006,2823886
2022-09-20,393.000000,409.149994,388.250000,398.250000,398.250000,3996416
2022-09-21,398.899994,405.000000,384.000000,390.500000,390.500000,3388489
2022-09-22,388.000000,400.000000,383.399994,396.250000,396.250000,1971580
2022-09-23,396.250000,397.000000,383.850006,385.600006,385.600006,2420004
2022-09-26,380.000000,380.000000,366.350006,366.500000,366.500000,2988611
2022-09-27,363.950012,383.000000,362.000000,372.549988,372.549988,2339421
2022-09-28,370.000000,382.049988,366.000000,367.750000,367.750000,1676824
2022-09-29,374.700012,379.899994,367.500000,369.450012,369.450012,1385006
2022-09-30,366.000000,376.000000,366.000000,373.500000,373.500000,1690723
2022-10-03,375.000000,375.700012,354.850006,354.850006,354.850006,1931959
2022-10-04,360.000000,368.000000,337.149994,352.500000,352.500000,2779946
2022-10-06,354.750000,370.100006,353.549988,370.100006,370.100006,1994184
2022-10-07,374.899994,377.799988,365.299988,372.850006,372.850006,1879863
2022-10-10,366.000000,370.399994,361.600006,365.350006,365.350006,1240213
2022-10-11,369.950012,369.950012,354.500000,356.850006,356.850006,1291290
2022-10-12,356.850006,360.000000,340.000000,356.799988,356.799988,1955604
2022-10-13,356.950012,356.950012,341.700012,346.850006,346.850006,1634737
2022-10-14,355.000000,358.850006,329.549988,331.250000,331.250000,2538711
2022-10-17,330.000000,342.200012,315.250000,340.649994,340.649994,2701207
2022-10-18,341.000000,349.049988,339.299988,345.600006,345.600006,1546923
2022-10-19,345.600006,347.950012,330.299988,333.600006,333.600006,1655056
2022-10-20,331.000000,340.000000,328.000000,338.450012,338.450012,1259259
2022-10-21,342.000000,342.000000,330.000000,332.200012,332.200012,1352136
2022-10-24,337.000000,342.000000,333.000000,335.549988,335.549988,402414
2022-10-25,336.000000,338.649994,330.000000,332.350006,332.350006,974407
2022-10-27,334.950012,339.500000,331.799988,337.399994,337.399994,1134682
2022-10-28,338.350006,339.950012,332.000000,333.299988,333.299988,774103
2022-10-31,334.399994,337.299988,330.100006,334.899994,334.899994,1406093
2022-11-01,337.100006,351.600006,330.450012,348.899994,348.899994,2371160
2022-11-02,350.000000,353.799988,337.600006,343.149994,343.149994,1677538
2022-11-03,341.000000,343.399994,336.049988,336.750000,336.750000,1135056
2022-11-04,338.000000,350.000000,332.750000,346.850006,346.850006,1800682
2022-11-07,348.000000,350.000000,342.750000,348.600006,348.600006,1380946
2022-11-09,348.600006,366.000000,345.000000,365.799988,365.799988,3891628
2022-11-10,365.799988,377.000000,358.000000,371.399994,371.399994,2938662
2022-11-11,376.000000,378.000000,353.000000,360.200012,360.200012,3406069
2022-11-14,348.149994,365.049988,342.200012,359.799988,359.799988,3238002
2022-11-15,355.899994,358.500000,353.000000,357.049988,357.049988,1265382
2022-11-16,356.500000,356.850006,342.399994,345.149994,345.149994,1790067
2022-11-17,343.000000,343.950012,334.500000,336.000000,336.000000,1678802
2022-11-18,339.950012,349.799988,329.000000,336.500000,336.500000,1345504
2022-11-21,338.000000,338.000000,330.000000,331.200012,331.200012,854114
2022-11-22,332.000000,335.000000,325.000000,328.500000,328.500000,1318384
2022-11-23,329.000000,331.950012,323.000000,325.950012,325.950012,1106098
2022-11-24,327.950012,329.899994,323.000000,324.950012,324.950012,896931
2022-11-25,326.000000,327.000000,318.500000,323.950012,323.950012,1084355
2022-11-28,327.100006,337.000000,326.899994,328.250000,328.250000,2544419
2022-11-29,330.000000,332.899994,323.500000,324.700012,324.700012,1783244
2022-11-30,325.000000,335.899994,322.500000,332.750000,332.750000,3528568
2022-12-01,336.500000,339.899994,328.500000,330.399994,330.399994,3402035
2022-12-02,329.000000,330.350006,324.000000,325.299988,325.299988,2332809
2022-12-05,326.950012,326.950012,322.049988,323.049988,323.049988,1801476
2022-12-06,322.950012,331.700012,321.899994,324.799988,324.799988,2679257
2022-12-07,325.899994,328.399994,323.250000,324.450012,324.450012,1430486
2022-12-08,326.100006,329.000000,323.049988,323.750000,323.750000,1550798
